0	0.06757
1.5428	0.00903
3.0856	0.01138
4.6284	0.01311
6.1712	0.01409
7.714	0.01426
9.25681	0.01361
10.79961	0.01219
12.34241	0.01011
13.88521	0.00756
15.42801	0.00477
16.97081	0.00203
18.51361	-3.77026E-4
20.05641	-0.00215
21.59921	-0.00306
23.14201	-0.00294
24.68481	-0.00172
26.22761	-2.89467E-4
27.77042	0.00149
29.31322	0.0036
30.85602	0.006
32.39882	0.00864
33.94162	0.01146
35.48442	0.01439
37.02722	0.01733
38.57002	0.02019
40.11282	0.02289
41.65562	0.02531
43.19842	0.02738
44.74123	0.02902
46.28403	0.03016
47.82683	0.03074
49.36963	0.03075
50.91243	0.0302
52.45523	0.02909
53.99803	0.02746
55.54083	0.02537
57.08363	0.02289
58.62643	0.02012
60.16923	0.01715
61.71204	0.01411
63.25484	0.0111
64.79764	0.00824
66.34044	0.00563
67.88324	0.00338
69.42604	0.00157
70.96884	2.63578E-4
72.51164	-5.01045E-4
74.05444	-7.01342E-4
75.59724	-7.5052E-5
77.14004	0.00132
78.68284	0.00339
80.22565	0.00599
81.76845	0.00895
83.31125	0.01208
84.85405	0.01518
86.39685	0.01805
87.93965	0.02051
89.48245	0.02238
91.02525	0.02355
92.56805	0.02393
94.11085	0.02349
95.65365	0.02222
97.19646	0.02019
98.73926	0.01751
100.28206	0.01387
101.82486	0.0098
103.36766	0.00561
104.91046	0.00161
106.45326	-0.0019
107.99606	-0.00464
109.53886	-0.00642
111.08166	-0.00708
112.62446	-0.00656
114.16727	-0.00489
115.71007	-0.00216
117.25287	0.00144
118.79567	0.00568
120.33847	0.01028
121.88127	0.01494
123.42407	0.01933
124.96687	0.02308
126.50967	0.02608
128.05247	0.02814
129.59527	0.02912
131.13807	0.02896
132.68088	0.02765
134.22368	0.02528
135.76648	0.02198
137.30928	0.01792
138.85208	0.01334
140.39488	0.0085
141.93768	0.00367
143.48048	-8.70958E-4
145.02328	-0.00488
146.56608	-0.00812
148.10888	-0.01042
149.65169	-0.01109
151.19449	-0.01134
152.73729	-0.01113
154.28009	-0.01047
155.82289	-0.00938
157.36569	-0.00785
158.90849	-0.00594
160.45129	-0.00366
161.99409	-0.00106
163.53689	0.0018
165.07969	0.00488
166.62249	0.00812
168.1653	0.01146
169.7081	0.01482
171.2509	0.01815
172.7937	0.02139
174.3365	0.02248
175.8793	0.02342
177.4221	0.0242
178.9649	0.02483
180.5077	0.02534
182.0505	0.02572
183.5933	0.026
185.13611	0.02619
186.67891	0.02631
188.22171	0.02636
189.76451	0.02638
191.30731	0.02637
192.85011	0.02635
194.39291	0.02633
195.93571	0.02633
197.47851	0.02635
199.02131	0.02621
200.56411	0.02617
202.10692	0.02624
203.64972	0.02642
205.19252	0.02673
206.73532	0.02715
208.27812	0.02769
209.82092	0.02833
211.36372	0.02907
212.90652	0.0299
214.44932	0.0308
215.99212	0.03177
217.53492	0.03279
219.07772	0.03384
220.62053	0.0349
222.16333	0.03597
223.70613	0.03729
225.24893	0.03863
226.79173	0.04
228.33453	0.0414
229.87733	0.04284
231.42013	0.04432
232.96293	0.04583
234.50573	0.04736
236.04853	0.04892
237.59134	0.05048
239.13414	0.05202
240.67694	0.05354
242.21974	0.05501
243.76254	0.0564
245.30534	0.05769
246.84814	0.05886
248.39094	0.05989
249.93374	0.06072
251.47654	0.06132
253.01934	0.06167
254.56214	0.06174
256.10495	0.06152
257.64775	0.06098
259.19055	0.06013
260.73335	0.05895
262.27615	0.05745
263.81895	0.05563
265.36175	0.05352
266.90455	0.05112
268.44735	0.04847
269.99015	0.04558
271.53295	0.04251
273.07576	0.03907
274.61856	0.0355
276.16136	0.03188
277.70416	0.02824
279.24696	0.02463
280.78976	0.02113
282.33256	0.01777
283.87536	0.01461
285.41816	0.01168
286.96096	0.00904
288.50376	0.00671
290.04657	0.00473
291.58937	0.00311
293.13217	0.00186
294.67497	9.89234E-4
296.21777	4.98261E-4
297.76057	4.83222E-4
299.30337	9.46323E-4
300.84617	0.00185
302.38897	0.00314
303.93177	0.00475
305.47457	0.00663
307.01737	0.00868
308.56018	0.01084
310.10298	0.01302
311.64578	0.01515
313.18858	0.01714
314.73138	0.01892
316.27418	0.02044
317.81698	0.02164
319.35978	0.02246
320.90258	0.02289
322.44538	0.02369
323.98818	0.02296
325.53099	0.0208
327.07379	0.01741
328.61659	0.01312
330.15939	0.00829
331.70219	0.00337
333.24499	-0.00124
334.78779	-0.00514
336.33059	-0.00801
337.87339	-0.00962
339.41619	-0.00984
340.95899	-0.00867
342.5018	-0.0062
344.0446	-0.00261
345.5874	0.00181
347.1302	0.00433
348.673	0.00689
350.2158	0.00949
351.7586	0.01209
353.3014	0.01469
354.8442	0.01727
356.387	0.01982
357.9298	0.02233
359.4726	0.02479
361.01541	0.02718
362.55821	0.02951
364.10101	0.03174
365.64381	0.03388
367.18661	0.03591
368.72941	0.03781
370.27221	0.03956
371.81501	0.04098
373.35781	0.04226
374.90061	0.04336
376.44341	0.04428
377.98622	0.04499
379.52902	0.04548
381.07182	0.04573
382.61462	0.04571
384.15742	0.04543
385.70022	0.04486
387.24302	0.044
388.78582	0.04285
390.32862	0.04142
391.87142	0.0397
393.41422	0.03772
394.95702	0.03549
396.49983	0.03319
398.04263	0.03072
399.58543	0.0281
401.12823	0.02538
402.67103	0.02259
404.21383	0.01976
405.75663	0.01695
407.29943	0.01418
408.84223	0.01151
410.38503	0.00896
411.92783	0.00659
413.47064	0.00443
415.01344	0.0025
416.55624	8.46545E-4
418.09904	-5.13426E-4
419.64184	-0.00156
421.18464	-0.00226
422.72744	-0.00264
424.27024	-0.00269
425.81304	-0.00243
427.35584	-0.00186
428.89864	-9.8349E-4
430.44145	1.75278E-4
431.98425	0.0016
433.52705	0.00325
435.06985	0.00512
436.61265	0.00716
438.15545	0.00934
439.69825	0.01162
441.24105	0.01397
442.78385	0.01634
444.32665	0.01869
445.86945	0.02019
447.41225	0.0216
448.95506	0.02288
450.49786	0.02404
452.04066	0.02505
453.58346	0.02591
455.12626	0.0266
456.66906	0.02711
458.21186	0.02745
459.75466	0.02763
461.29746	0.02763
462.84026	0.02748
464.38306	0.02719
465.92587	0.02678
467.46867	0.02627
469.01147	0.02569
470.55427	0.02509
472.09707	0.02447
473.63987	0.02389
475.18267	0.02336
476.72547	0.02294
478.26827	0.02265
479.81107	0.02254
481.35387	0.02264
482.89668	0.02297
484.43948	0.02357
485.98228	0.02445
487.52508	0.02563
489.06788	0.02711
490.61068	0.02888
492.15348	0.03094
493.69628	0.03326
495.23908	0.03241
496.78188	0.03125
498.32468	0.02989
499.86748	0.02841
501.41029	0.0269
502.95309	0.02544
504.49589	0.02411
506.03869	0.02297
507.58149	0.02208
509.12429	0.02145
510.66709	0.02112
512.20989	0.02108
513.75269	0.02132
515.29549	0.02181
516.83829	0.02253
518.3811	0.02342
519.9239	0.0257
521.4667	0.02808
523.0095	0.03053
524.5523	0.03303
526.0951	0.03557
527.6379	0.03818
529.1807	0.04088
530.7235	0.04376
532.2663	0.04688
533.8091	0.05037
535.3519	0.05436
536.89471	0.059
538.43751	0.06446
539.98031	0.07092
541.52311	0.07855
543.06591	0.08753
544.60871	0.09771
546.15151	0.10925
547.69431	0.12225
549.23711	0.13677
550.77991	0.15285
552.32271	0.17048
553.86552	0.18959
555.40832	0.21009
556.95112	0.23183
558.49392	0.25461
560.03672	0.27817
561.57952	0.30223
563.12232	0.32647
564.66512	0.35051
566.20792	0.37398
567.75072	0.39649
569.29352	0.4171
570.83633	0.43603
572.37913	0.45296
573.92193	0.46757
575.46473	0.47957
577.00753	0.48872
578.55033	0.49485
580.09313	0.49781
581.63593	0.49754
583.17873	0.49401
584.72153	0.48729
586.26433	0.47748
587.80713	0.46474
589.34994	0.44931
590.89274	0.43144
592.43554	0.41143
593.97834	0.39009
595.52114	0.36736
597.06394	0.34359
598.60674	0.3191
600.14954	0.29424
601.69234	0.26933
603.23514	0.24465
604.77794	0.2205
606.32075	0.19709
607.86355	0.17465
609.40635	0.15333
610.94915	0.13327
612.49195	0.11456
614.03475	0.09726
615.57755	0.0814
617.12035	0.06696
618.66315	0.05471
620.20595	0.04346
621.74875	0.0332
623.29156	0.02389
624.83436	0.01548
626.37716	0.00794
627.91996	0.00121
629.46276	-0.00474
631.00556	-0.00996
632.54836	-0.01449
634.09116	-0.01837
635.63396	-0.02163
637.17676	-0.02431
638.71956	-0.02642
640.26236	-0.028
641.80517	-0.02908
643.34797	-0.02996
644.89077	-0.03005
646.43357	-0.02936
647.97637	-0.02791
649.51917	-0.02576
651.06197	-0.02297
652.60477	-0.01961
654.14757	-0.0158
655.69037	-0.01164
657.23317	-0.00723
658.77598	-0.0027
660.31878	0.00185
661.86158	0.0063
663.40438	0.01055
664.94718	0.01451
666.48998	0.01809
668.03278	0.02024
669.57558	0.0222
671.11838	0.02395
672.66118	0.02545
674.20398	0.02669
675.74679	0.02766
677.28959	0.02835
678.83239	0.02877
680.37519	0.02891
681.91799	0.0288
683.46079	0.02845
685.00359	0.02791
686.54639	0.02719
688.08919	0.02633
689.63199	0.02539
691.17479	0.02439
692.71759	0.0234
694.2604	0.02246
695.8032	0.02161
697.346	0.02088
698.8888	0.0203
700.4316	0.0199
701.9744	0.01969
703.5172	0.01969
705.06	0.01989
706.6028	0.0203
708.1456	0.02091
709.6884	0.02169
711.23121	0.02263
712.77401	0.0237
714.31681	0.02488
715.85961	0.02612
717.40241	0.02601
718.94521	0.02588
720.48801	0.02576
722.03081	0.02565
723.57361	0.02558
725.11641	0.02555
726.65921	0.02558
728.20201	0.02567
729.74482	0.02585
731.28762	0.02613
732.83042	0.0265
734.37322	0.02699
735.91602	0.0276
737.45882	0.02833
739.00162	0.02918
740.54442	0.03016
742.08722	0.03123
743.63002	0.03243
745.17282	0.03374
746.71563	0.03516
748.25843	0.03668
749.80123	0.03826
751.34403	0.03991
752.88683	0.04158
754.42963	0.04327
755.97243	0.04494
757.51523	0.04657
759.05803	0.04813
760.60083	0.04958
762.14363	0.05091
763.68644	0.05207
765.22924	0.05305
766.77204	0.05295
768.31484	0.05239
769.85764	0.05137
771.40044	0.04992
772.94324	0.04807
774.48604	0.04586
776.02884	0.04334
777.57164	0.04055
779.11444	0.03755
780.65724	0.0344
782.20005	0.03117
783.74285	0.02791
785.28565	0.02468
786.82845	0.02155
788.37125	0.01858
789.91405	0.01582
791.45685	0.01301
792.99965	0.01059
794.54245	0.00858
796.08525	0.00702
797.62805	0.00593
799.17086	0.00531
800.71366	0.00518
802.25646	0.00551
803.79926	0.00627
805.34206	0.00744
806.88486	0.00896
808.42766	0.0108
809.97046	0.01289
811.51326	0.01517
813.05606	0.01759
814.59886	0.02009
816.14166	0.02236
817.68447	0.02459
819.22727	0.02672
820.77007	0.02872
822.31287	0.03055
823.85567	0.03219
825.39847	0.03362
826.94127	0.03482
828.48407	0.03578
830.02687	0.0365
831.56967	0.03697
833.11247	0.03721
834.65528	0.03722
836.19808	0.03704
837.74088	0.03667
839.28368	0.03614
840.82648	0.03543
842.36928	0.03467
843.91208	0.03387
845.45488	0.03306
846.99768	0.03227
848.54048	0.03152
850.08328	0.03084
851.62609	0.03025
853.16889	0.02977
854.71169	0.02941
856.25449	0.02919
857.79729	0.02912
859.34009	0.0292
860.88289	0.02944
862.42569	0.02984
863.96849	0.03039
865.51129	0.03109
867.05409	0.03193
868.59689	0.03289
870.1397	0.03395
871.6825	0.03509
873.2253	0.0363
874.7681	0.03753
876.3109	0.03877
877.8537	0.03999
879.3965	0.04117
880.9393	0.04227
882.4821	0.04326
884.0249	0.04414
885.5677	0.04487
887.11051	0.04544
888.65331	0.04583
890.19611	0.04602
891.73891	0.04599
893.28171	0.04574
894.82451	0.04528
896.36731	0.0446
897.91011	0.04373
899.45291	0.04267
900.99571	0.04144
902.53851	0.04008
904.08132	0.03858
905.62412	0.03699
907.16692	0.03531
908.70972	0.03356
910.25252	0.03177
911.79532	0.02993
913.33812	0.02806
914.88092	0.02428
916.42372	0.01999
917.96652	0.01537
919.50932	0.01064
921.05212	0.00596
922.59493	0.00154
924.13773	-0.00244
925.68053	-0.0058
927.22333	-0.00834
928.76613	-0.00991
930.30893	-0.01033
931.85173	-0.00951
933.39453	-0.00739
934.93733	-0.004
936.48013	5.33647E-4
938.02293	0.006
939.56574	0.00975
941.10854	0.01375
942.65134	0.01793
944.19414	0.02226
945.73694	0.02666
947.27974	0.03107
948.82254	0.03538
950.36534	0.03952
951.90814	0.04339
953.45094	0.0469
954.99374	0.04996
956.53654	0.05249
958.07935	0.05444
959.62215	0.05574
961.16495	0.05636
962.70775	0.05629
964.25055	0.05568
965.79335	0.05447
967.33615	0.05271
968.87895	0.05045
970.42175	0.04774
971.96455	0.04466
973.50735	0.0413
975.05016	0.03774
976.59296	0.03408
978.13576	0.0304
979.67856	0.02681
981.22136	0.02339
982.76416	0.02021
984.30696	0.01735
985.84976	0.01486
987.39256	0.01279
988.93536	0.01116
990.47816	0.00999
992.02097	0.00926
993.56377	0.00897
995.10657	0.00908
996.64937	0.00956
998.19217	0.01036
999.73497	0.01142
1001.27777	0.0127
1002.82057	0.01411
1004.36337	0.0156
1005.90617	0.0171
1007.44897	0.01856
1008.99177	0.01993
1010.53458	0.02115
1012.07738	0.02219
1013.62018	0.02296
1015.16298	0.02352
1016.70578	0.02386
1018.24858	0.024
1019.79138	0.02394
1021.33418	0.02369
1022.87698	0.02327
1024.41978	0.02272
1025.96258	0.02207
1027.50539	0.02134
1029.04819	0.02059
1030.59099	0.01985
1032.13379	0.01915
1033.67659	0.01855
1035.21939	0.01808
1036.76219	0.01777
1038.30499	0.01764
1039.84779	0.01774
1041.39059	0.0181
1042.93339	0.01873
1044.47619	0.01965
1046.019	0.02087
1047.5618	0.0224
1049.1046	0.02422
1050.6474	0.02633
1052.1902	0.02871
1053.733	0.03134
1055.2758	0.0342
1056.8186	0.03724
1058.3614	0.04043
1059.9042	0.04374
1061.447	0.04712
1062.98981	0.05057
1064.53261	0.05401
1066.07541	0.05738
1067.61821	0.06063
1069.16101	0.06372
1070.70381	0.0666
1072.24661	0.06925
1073.78941	0.07161
1075.33221	0.07368
1076.87501	0.07543
